R,S,K,G,L,F
0.0,1.0,-1.6191126,0.2793325,-0.0964846,0.60723984
0.0,1.0,-0.9528932,0.67649543,0.36093855,1.5223582
0.0,0.0,0.12369061,0.33267176,0.17845766,0.5390546
0.0,0.0,1.2767452,1.1187925,1.262473,1.6360184
1.0,1.0,0.45826605,5.814726,6.6924777,7.8586316
0.0,1.0,1.3629533,2.9480743,2.278296,4.1395445
0.0,1.0,1.0163509,1.924579,1.3058479,2.6383858
0.0,1.0,0.6189618,0.12843373,0.17487234,0.42779666
1.0,0.0,-0.58447665,3.8036304,5.3414416,5.41164
1.0,0.0,0.3551915,1.3497689,1.8439924,1.8512194
0.0,0.0,1.573164,2.0697436,1.7585409,2.5872889
1.0,1.0,-1.6964916,3.8830986,4.7260804,5.6919355
0.0,1.0,0.4630689,0.35641047,0.3487069,0.69928885
0.0,0.0,-2.0668876,-0.39286864,-0.3655479,-0.15053254
0.0,0.0,0.30537757,1.2487142,1.2635682,2.2941155
0.0,1.0,-0.4246667,0.61837935,0.5045713,1.411952
0.0,1.0,-0.48375046,1.0375696,0.48854765,1.8451086
1.0,0.0,-1.0275347,3.0341659,4.5369864,4.216941
0.0,1.0,1.4009246,0.51378274,0.30700412,0.69314325
0.0,0.0,-0.16914946,0.8316463,0.5824648,1.7433108
0.0,1.0,-0.6441427,1.2371721,0.34449673,2.2324858
0.0,0.0,-0.023619132,0.11440346,0.079646274,0.28054583
1.0,0.0,0.8935522,2.8727489,3.99677,3.6363616
0.0,0.0,-1.4022574,-0.5759709,-0.37728488,0.4825965
0.0,1.0,-1.6553665,0.81208175,0.02061379,2.1053066
1.0,0.0,-1.1639667,1.9080192,3.0848062,2.9736576
1.0,0.0,-0.8582662,0.32676336,0.36288306,0.49174097
0.0,1.0,0.3008411,1.6630113,1.1880178,2.6411424
0.0,1.0,0.86390644,2.7709634,1.6606169,3.8363414
0.0,1.0,1.0283301,3.3316472,2.1764927,4.558794
1.0,1.0,-0.02888694,0.08842841,0.015983123,0.0343182
1.0,0.0,-1.0968678,0.16207524,0.10158921,0.45250297
0.0,0.0,-0.5786555,-0.016875267,0.12282951,0.028736323
0.0,0.0,-1.0307741,-0.12109244,-0.10998532,0.17162287
0.0,0.0,-0.64671403,0.27590746,0.27870142,1.2060816
1.0,0.0,0.046579204,0.61154646,0.7814027,0.6344588
1.0,0.0,2.012876,0.70607346,0.85003537,0.8902605
0.0,1.0,3.062781,3.749585,3.0906055,4.7199535
0.0,1.0,-0.82930136,1.6938674,0.6168518,3.0771337
1.0,0.0,-1.2386701,3.317136,4.910233,4.8448896
1.0,0.0,1.558036,6.2939024,8.086274,8.143012
1.0,1.0,-1.0625783,2.3219595,2.664211,3.4617796
1.0,0.0,0.27649385,2.170339,3.1075206,3.0797768
0.0,1.0,-0.6341212,1.3911023,0.650545,2.1820917
0.0,1.0,-0.6457806,1.1534598,0.58598197,1.6147032
1.0,0.0,-0.16251725,4.550097,6.166255,6.114958
0.0,0.0,0.880324,0.06956792,0.09893967,0.008806633
0.0,0.0,0.7503676,1.4789848,1.6074452,2.4070377
0.0,0.0,-0.7599994,0.07243345,-0.013587713,0.01786051
1.0,0.0,-0.048525035,3.0346887,4.365484,4.1757774
1.0,0.0,1.6680819,1.5322701,1.7542261,1.7482778
1.0,0.0,-0.65093404,4.3055363,6.3255854,5.9780054
0.0,1.0,-1.428191,-0.05694113,-0.111930594,0.13779494
0.0,0.0,-0.16040416,0.7982724,0.569403,1.5991192
0.0,0.0,0.97541916,1.5388372,1.6356202,2.7543836
1.0,0.0,-0.64855707,3.930071,5.498597,5.5313478
1.0,1.0,0.8464758,7.0850296,8.078078,9.304142
0.0,0.0,0.29403922,0.46724248,0.39480725,0.6158479
0.0,1.0,1.294046,0.51935387,0.41614017,0.824735
1.0,1.0,-1.1915535,1.3249438,1.398047,1.9452548
0.0,1.0,2.8032556,4.911029,3.930203,6.4114275
1.0,0.0,0.9449533,0.38876912,0.76567006,0.51377743
1.0,1.0,0.050516527,0.7830622,0.8433087,0.95304173
1.0,0.0,1.3195982,0.5660455,0.9024017,0.82741714
1.0,1.0,0.67701626,6.5686636,7.5346117,8.484985
1.0,1.0,1.1464725,5.6084394,6.65699,7.586027
0.0,1.0,0.7932264,2.3231516,1.5490608,3.2570333
0.0,1.0,-0.090901464,1.9844214,1.0467212,3.3656507
0.0,1.0,1.0835031,3.4944084,2.61371,5.1411934
1.0,1.0,1.3597876,0.91314363,1.1449648,1.1458069
1.0,1.0,-2.6883323,3.3676252,4.2489867,5.37714
1.0,0.0,0.21183777,4.855345,6.908875,6.4464855
0.0,1.0,1.7482516,4.107836,3.0841866,5.467079
1.0,1.0,0.04868225,4.573757,4.894732,5.8133445
1.0,1.0,0.31766286,6.1816273,7.0868216,8.354269
0.0,0.0,-0.6928969,0.21718884,0.19591844,1.0377624
0.0,0.0,0.6331104,0.80171317,0.84157306,1.3994808
0.0,0.0,-1.5078542,-0.52217984,-0.34894228,0.4239145
0.0,0.0,-0.3060409,0.13371317,0.3039756,0.55965114
0.0,1.0,0.12914193,2.558854,1.4039924,3.7645407
0.0,1.0,0.61427075,0.879984,0.53541625,0.97987294
0.0,1.0,-0.016912073,1.3804967,0.9045743,2.172225
0.0,0.0,0.8831928,1.7098682,1.5303804,2.5668664
1.0,1.0,-1.6907189,4.580578,5.3908434,6.8191233
0.0,1.0,0.35099986,0.48427898,0.35958308,0.61862946
1.0,1.0,-0.017511282,5.7211637,6.4089127,7.5359364
0.0,0.0,1.1713572,0.3753877,0.43771976,0.55370575
1.0,1.0,-1.3268743,1.2248958,1.2256439,1.5404347
1.0,0.0,-0.69906914,0.24965605,0.6954531,0.52037954
0.0,1.0,-2.7531703,-0.23770952,-1.1819929,0.95457625
0.0,1.0,0.60779756,1.6791279,1.3063376,2.4517484
1.0,0.0,0.57548016,0.6636334,0.9019466,0.7185678
1.0,0.0,1.8776239,3.9150057,5.173322,4.8081784
0.0,1.0,-3.2599843,-0.10552746,-0.5147719,0.3209601
1.0,0.0,-1.6961819,0.85774016,1.4464245,1.5668397
0.0,1.0,1.8144689,1.9600006,1.6698251,2.8716028
1.0,1.0,0.3004253,4.362387,5.0388465,5.856603
1.0,0.0,0.7649016,2.6845565,3.8198185,3.8068166
1.0,0.0,0.49362543,2.3966732,3.1404896,3.051004
1.0,1.0,-0.9861834,0.39736906,0.35153955,0.44176817
0.0,1.0,0.2954576,0.67339253,0.4273852,0.9093707
0.0,0.0,0.8268075,1.3659539,1.5250752,2.2783165
0.0,1.0,-1.1440213,0.8679491,0.19216996,1.8109552
1.0,0.0,-0.31338012,3.8129482,5.527875,5.293353
1.0,1.0,-0.7691428,4.164951,4.689885,5.8180437
0.0,1.0,1.4049354,0.4231155,0.36343107,0.44787237
1.0,1.0,1.4654478,4.0382338,4.5136085,4.9494076
1.0,1.0,-0.073702574,4.086308,4.6874585,5.246269
1.0,0.0,0.0025277394,0.7979111,1.0671945,1.0904788
1.0,1.0,0.1769292,5.221919,5.885992,6.7995343
0.0,1.0,0.9163539,2.2541623,1.6559325,3.165885
0.0,1.0,0.15455133,0.18497455,0.11446381,0.44263867
0.0,1.0,-1.9109386,0.35598958,-0.2603171,1.0422986
0.0,0.0,0.04415812,0.8720009,0.50138843,1.6764121
1.0,0.0,-1.3390337,0.5859163,1.3166276,1.0785599
1.0,1.0,0.81540227,3.8858786,4.312648,4.896638
1.0,1.0,-0.057795692,5.344005,6.149377,7.125697
1.0,1.0,-0.8199018,4.081832,4.684647,5.3718767
1.0,0.0,0.83972526,0.7003196,0.9291284,0.9070085
0.0,1.0,-0.84695035,0.49102592,0.26792762,1.0744934
0.0,0.0,-0.565534,0.40223902,0.22147062,1.0781686
1.0,1.0,-0.5459453,3.176424,3.7311678,4.2565618
1.0,0.0,1.5825027,4.661339,6.0029373,5.838497
1.0,1.0,0.49529353,0.31220073,0.63837004,0.73625517
1.0,1.0,0.15987252,0.43764883,0.61797684,0.5995566
0.0,0.0,-1.7220933,-0.4820404,-0.625661,0.26107234
0.0,0.0,-1.0150834,-0.010997832,0.024222404,0.5378032
0.0,0.0,1.7906798,1.1939011,1.2412053,1.469088
1.0,0.0,-1.6770504,1.7254491,2.5201278,2.4669442
0.0,0.0,-1.2738729,-0.22175229,-0.2547245,0.65444887
0.0,1.0,-0.20720157,1.8351448,1.0955511,3.1498432
0.0,1.0,1.2581488,3.5835454,2.4827285,4.776416
1.0,0.0,0.1987023,1.5675374,1.5632267,1.7739123
0.0,1.0,2.400187,3.0008502,2.3313508,3.8656158
1.0,0.0,0.57821417,2.7665887,3.7783446,3.7819133
0.0,0.0,-0.2878244,0.28263992,0.11216301,0.55840445
1.0,1.0,-0.46155944,5.899395,6.6732097,7.9437423
1.0,1.0,0.2898399,5.585717,6.378424,7.2680016
0.0,0.0,-0.22811785,0.53477955,0.67338485,1.1443586
0.0,1.0,0.100396454,1.6412094,1.0092041,2.6928592
1.0,0.0,-0.5894749,0.30318284,0.23155972,0.5880128
1.0,1.0,-0.48625046,2.041006,2.198342,2.6843662
0.0,1.0,-0.8098564,1.6026144,0.74684846,3.1651244
1.0,0.0,-0.5648042,1.5380621,2.2485437,1.9203616
1.0,0.0,-0.2356957,0.18991129,0.48189718,0.2369311
0.0,0.0,0.28459346,1.1107848,1.1254336,1.9741434
1.0,0.0,-0.35350376,3.777286,5.6646576,5.5020237
1.0,0.0,-0.7983076,0.8986292,1.6833663,1.5565746
1.0,1.0,0.3180485,2.4276183,2.851262,3.2306948
1.0,0.0,-0.46107686,2.5263555,3.4880733,3.718202
0.0,1.0,-0.47645304,0.8086713,0.4453088,1.3543437
1.0,1.0,0.9986421,2.9385242,3.3074212,3.8338888
1.0,0.0,0.66296387,2.2980614,3.014848,2.841231
1.0,0.0,0.40046757,2.24299,2.699068,2.777479
1.0,0.0,0.1704844,1.010252,1.274324,1.2177402
1.0,1.0,1.361877,4.973033,5.753293,6.437289
0.0,1.0,2.3233716,0.44284698,0.4769845,0.5005195
1.0,1.0,0.050773535,5.9276137,7.090661,8.035163
1.0,1.0,1.1550314,5.2860193,6.1123686,6.823103
0.0,1.0,0.44675714,1.7559351,1.0801677,2.4822102
0.0,1.0,0.16053084,1.3275037,0.96209407,1.8309863
1.0,0.0,0.748369,5.482377,7.589291,7.262053
0.0,0.0,-0.5602173,0.020338535,0.19786751,0.8252497
0.0,0.0,-1.5409714,-0.060524523,-0.23049188,0.10594791
1.0,0.0,-0.081211254,4.710062,6.5501256,6.33561
1.0,1.0,1.9772668,1.718537,1.9120002,2.237207
1.0,1.0,1.5834596,4.967683,5.639183,6.4529743
1.0,1.0,0.3758261,1.5481226,1.7489191,2.3702888
1.0,0.0,0.86009204,5.2856092,7.2899494,6.798698
1.0,0.0,1.1181543,1.0101788,1.4820398,1.4338832
1.0,0.0,-0.8776024,1.7376065,2.7011967,2.3605337
1.0,0.0,-0.17044877,3.7279348,5.244007,5.1111393
0.0,0.0,0.40348557,1.4096584,1.2841088,2.2911067
1.0,0.0,-0.19993997,0.32291788,0.6265243,0.63664246
0.0,0.0,0.60531074,1.2735865,1.217523,2.1218758
1.0,0.0,-1.5037588,3.2829666,4.7748075,4.6610546
0.0,0.0,-0.2684775,0.6371348,0.79520106,1.3084671
1.0,1.0,-0.69740826,3.00498,3.6073713,4.5594625
0.0,1.0,-2.103434,0.14294755,-0.105102316,0.2050497
1.0,1.0,-0.47344735,5.644676,6.6339207,7.6274047
0.0,1.0,0.20103954,0.7175563,0.49518865,1.3658164
0.0,1.0,0.46100223,1.1004201,0.69625056,1.7276814
1.0,0.0,0.98621863,5.850712,7.637117,7.403913
0.0,1.0,0.49596927,1.5824292,0.9477472,2.557228
0.0,0.0,-1.2148747,-0.012151447,-0.10346373,0.017422268
1.0,1.0,0.074591145,1.8921943,2.2735124,2.6618142
1.0,0.0,-0.12529732,4.41429,6.164929,5.8602347
0.0,0.0,1.632955,0.22713071,0.08984123,0.34692717
0.0,1.0,3.3194752,4.0420065,3.4543846,5.0428658
1.0,1.0,-0.047795083,1.965087,2.0907807,2.4387922
0.0,0.0,0.69845104,0.4905635,0.5660504,0.8699727
0.0,1.0,1.4809172,0.9033411,0.6671319,1.2467119
0.0,0.0,-2.2770164,-1.3847804,-1.1665208,-0.39213705
1.0,1.0,-0.9948871,0.33008265,0.4508058,0.48898584
0.0,0.0,-0.2607082,0.31435418,0.15741709,0.34733716
0.0,0.0,0.32958925,0.20621507,0.3526799,0.55644244
1.0,0.0,-0.7234425,2.3370357,3.4687784,3.2894893
0.0,1.0,1.8009194,2.7691636,2.135869,3.6885915
0.0,1.0,0.6357308,0.11818231,0.25550053,0.291274
0.0,0.0,0.82508576,1.6341343,1.748899,2.6658835
0.0,0.0,-0.17682888,0.44198212,0.4470154,0.7493494
0.0,1.0,-0.48497593,1.7427547,0.91515976,3.2441342
0.0,0.0,-0.28325182,0.3133979,0.32484993,0.5097132
1.0,1.0,1.0451214,6.069215,6.600704,7.615842
1.0,0.0,0.3547094,4.1201916,5.418375,5.211626
1.0,0.0,-1.3171089,1.9300116,2.924025,3.0283337
0.0,0.0,-0.14776997,0.7062329,0.7735759,1.4936006
0.0,0.0,-1.1219525,-0.13696086,0.033145785,0.40964252
1.0,0.0,0.3184867,4.5384717,6.1348734,5.930999
0.0,0.0,-0.97859216,-0.0395346,-0.06796983,0.20663348
0.0,1.0,-0.81212354,0.058055703,0.10148354,0.29847586
1.0,1.0,-1.3489534,0.8988817,1.0247257,1.3963531
1.0,1.0,0.738638,4.988415,5.6443105,6.532855
0.0,0.0,-0.61303586,0.29648995,0.23157537,1.2231672
0.0,0.0,0.03716009,0.46993074,0.35997415,0.6185595
0.0,0.0,-0.19751307,0.7649051,0.7425177,1.7671914
1.0,1.0,-1.1624174,0.7860511,1.09546,1.3322992
0.0,0.0,1.2403808,1.0536767,1.166187,1.4149153
1.0,0.0,-1.536997,0.6615871,0.72549176,0.67715615
1.0,1.0,2.0334446,0.5566205,0.537692,0.6329022
0.0,1.0,0.16424382,2.353322,1.4763987,3.7853315
0.0,0.0,1.6459012,2.6884985,2.7278605,3.6554685
1.0,0.0,0.8916288,1.0550947,1.439991,1.435079
1.0,0.0,2.1198587,6.9081573,8.762965,8.531673
1.0,1.0,0.53518414,2.8811088,3.209962,3.7285297
1.0,1.0,1.7805166,4.4579864,4.8592563,5.464485
1.0,1.0,0.54329205,3.1845298,3.6358519,4.1829734
1.0,1.0,-0.7577445,4.6711416,5.3608027,6.2319694
1.0,0.0,-1.7473948,0.7342594,1.3019007,1.434822
0.0,1.0,0.21197346,2.3428323,1.6908488,3.6352608
1.0,1.0,0.38549274,4.416853,5.330086,5.9290814
0.0,1.0,-0.96759325,0.8523537,0.27316022,1.7309976
0.0,0.0,0.18285689,1.0499891,1.1770803,1.9394147
0.0,1.0,-0.08031728,0.466048,0.2774044,0.64108986
1.0,1.0,-0.36189294,5.761917,6.745078,7.7894526
1.0,1.0,-0.34753078,4.533267,5.5504274,6.6258326
1.0,1.0,-0.37026474,0.39621702,0.23670548,0.34846497
1.0,0.0,-1.3221487,0.88043064,1.4013686,1.2558699
1.0,0.0,-2.0240643,1.2148497,2.4324522,1.9641446
1.0,0.0,1.045236,2.9345777,3.8335268,3.7106762
1.0,0.0,-1.8697331,1.5787654,2.9324784,2.862255
1.0,0.0,0.4307736,3.5544882,4.971973,4.5889964
0.0,1.0,0.46961308,2.2524147,1.5180244,3.3075666
1.0,0.0,-1.1929426,3.2862706,5.0958896,4.629899
1.0,0.0,1.457761,3.6305823,4.8843603,4.6265025
0.0,0.0,1.5120704,-0.14455265,0.07338682,-0.023344941
1.0,0.0,-1.1379769,2.3789792,3.3204575,3.3873034
1.0,1.0,-0.30023822,5.0481596,5.8707833,6.8309803
0.0,0.0,0.45465732,1.297166,1.2341586,1.9669974
1.0,0.0,0.5826095,2.8674073,3.8708854,3.9414983
0.0,0.0,-1.2808657,0.0604154,-0.0028692335,0.2075449
1.0,0.0,0.7612294,2.5163765,3.4800282,3.212233
1.0,0.0,-0.31179464,0.064153254,-0.051701315,0.0037653297
1.0,1.0,-0.9684732,0.1597179,-0.14790955,0.09816592
0.0,1.0,-0.63234216,0.55291694,0.18528782,1.2956381
0.0,0.0,-0.5416022,0.044889092,0.07937956,0.80873984
0.0,0.0,0.053369857,0.7613467,0.6874602,1.451807
1.0,0.0,-0.6985263,0.990652,1.4241941,1.3718755
1.0,0.0,0.042165868,0.6585771,0.6311544,0.6633798
0.0,0.0,0.08067627,0.8773709,1.0380757,1.7112203
1.0,1.0,-0.17752217,0.7173936,0.80722314,1.1092885
0.0,0.0,-0.77788264,0.065243244,0.119539976,1.210897
1.0,0.0,0.10895795,3.776512,5.270502,5.1375628
1.0,0.0,-0.5617866,0.9843254,1.2696,1.0501513
0.0,1.0,0.2886727,0.9440615,0.5211845,1.2323599
1.0,0.0,-1.1540447,2.53314,3.9973617,3.5417757
1.0,0.0,-0.5284922,2.180416,3.187676,3.144164
0.0,0.0,0.6006517,1.1421903,1.1084081,1.9466476
0.0,0.0,-1.8323735,-0.35359508,-0.34013873,0.061647862
0.0,0.0,-0.38164657,0.3440808,0.34947228,0.94678754
0.0,1.0,0.8455155,2.5615792,1.6912276,3.3769727
0.0,1.0,-1.2395226,0.07836458,-0.15844744,0.49878508
1.0,0.0,0.14050317,0.69968396,0.8955337,0.6401186
1.0,0.0,-0.76194006,1.3801669,2.195259,2.0803518
1.0,1.0,1.0288702,5.673612,6.4009423,7.308043
0.0,1.0,0.19296184,0.55759495,0.16217376,0.8638678
0.0,1.0,-0.36943856,0.6485194,0.35302714,0.91648906
0.0,0.0,0.7042292,1.4772792,1.5752115,2.4512403
1.0,0.0,-0.8098945,2.9916286,4.4475694,4.2478075
1.0,0.0,0.43921837,0.55144215,0.27451223,0.2719797
1.0,1.0,-1.1984465,0.82219493,0.9810193,1.014945
1.0,1.0,1.0967208,3.2163606,3.6612015,4.1287208
1.0,1.0,0.305083,0.6755209,1.0210193,1.0788269
1.0,0.0,-0.17906535,0.11062484,0.0431265,0.18609248
0.0,1.0,0.15190917,0.9314647,0.62537116,1.476502
1.0,0.0,-1.0001721,3.9069595,5.836274,5.3569717
0.0,1.0,-1.3091668,0.58014214,-0.019662917,1.3825206
1.0,0.0,-0.048652176,0.9886894,1.6603037,1.465273
0.0,1.0,-1.1676722,0.788344,0.14674824,1.5009255
1.0,0.0,0.8972246,1.4296179,2.0071652,1.8747032
1.0,1.0,0.46604,4.2674284,4.8770995,5.701925
0.0,1.0,-0.8322116,1.0693104,0.39842367,2.762163
0.0,1.0,0.11187627,2.3600307,1.4232211,3.689787
0.0,1.0,-0.20063783,1.0654995,0.5842769,1.9824448
1.0,1.0,0.08095417,5.993349,6.9734817,7.8824925
1.0,1.0,0.7800846,6.840711,7.6419516,8.4588785
0.0,1.0,1.0234722,3.4134154,2.6098652,4.8216105
0.0,0.0,-1.069068,0.011813313,-0.11892575,0.32289124
1.0,0.0,0.03267964,3.1065903,4.1483827,3.8598027
0.0,0.0,0.29174295,0.038289405,0.011950454,0.09066809
0.0,0.0,-1.279332,-0.028146088,-0.10042325,0.378143
1.0,0.0,-0.2524283,1.8709803,2.68391,2.4753242
1.0,1.0,-0.10910088,0.4208256,0.6719692,0.79636717
1.0,0.0,-1.0890179,2.2532835,3.399917,3.3475933
0.0,1.0,-4.6180134,-2.080301,-2.7838519,-0.5377625
0.0,1.0,-0.8570101,0.9669714,0.5642903,2.2122722
1.0,1.0,-0.5181146,2.7312453,3.253378,3.6418946
1.0,0.0,0.23896116,4.216459,5.8467083,5.4208527
1.0,1.0,0.52046883,2.598005,2.7916646,3.4872806
0.0,1.0,0.8037825,1.4619079,0.9627012,2.1212287
1.0,0.0,0.6636929,2.4246178,3.120049,3.3085337
0.0,1.0,-2.3081698,0.014094889,-0.056885242,0.45748544
0.0,1.0,-0.15119931,0.7962635,0.5460305,1.6171336
1.0,0.0,3.5519562,4.90464,6.255521,6.1046915
1.0,1.0,0.78392565,1.4950408,1.648114,2.024447
1.0,1.0,-1.9759887,4.075721,4.9820004,5.936055
1.0,0.0,0.6612234,4.674883,6.1705937,5.926968
1.0,1.0,-1.6215501,3.9040942,4.770337,5.749738
1.0,0.0,-0.3004392,4.2227,5.866034,5.648578
0.0,1.0,-0.0741655,0.7453373,0.2695451,0.9274095
0.0,1.0,0.21955459,1.3091244,0.6836325,1.9600716
0.0,1.0,0.5244076,2.133677,1.4043069,3.3621902
0.0,0.0,-0.21255887,0.22036767,0.0057920665,0.16481572
1.0,0.0,-1.2673365,0.64986354,1.3013033,1.2472285
0.0,1.0,0.313111,0.13516024,0.03013815,0.27978066
1.0,1.0,2.1397967,5.595725,6.025958,7.0838065
1.0,1.0,0.7734652,6.5373654,7.4732566,8.805553
1.0,1.0,-1.4738615,3.789672,4.4199224,5.4838963
1.0,0.0,-1.0647063,3.7968338,5.6657867,5.613479
0.0,1.0,-0.33831343,1.2057569,0.7429302,2.4204144
0.0,1.0,1.3641745,1.556014,1.1024482,2.0870457
1.0,0.0,-0.81998676,3.8084118,5.8134694,5.431798
1.0,1.0,0.8281302,5.4033318,6.0784616,6.9367294
0.0,1.0,0.48454085,2.7167416,1.8587643,4.0791135
0.0,1.0,-0.19146898,1.0608115,0.5812703,1.7926756
0.0,0.0,-0.49459827,0.05761087,0.16030765,0.63021004
0.0,0.0,-0.037060663,0.4945929,0.48438412,1.264435
1.0,0.0,0.9428732,0.19037822,0.11995726,0.0802348
1.0,0.0,0.518444,4.754507,6.5213246,6.3714566
1.0,1.0,-0.08665356,0.07746105,0.31856132,0.17794254
0.0,1.0,0.58291185,0.1715137,0.01808269,-0.07471615
1.0,0.0,-1.2828661,3.261312,5.1055827,4.637361
1.0,0.0,-0.39396885,3.651297,5.0969853,4.8050933
0.0,0.0,-0.99735814,-0.033082888,-0.060206294,0.0026079044
1.0,0.0,1.7642502,6.6053834,8.613971,8.271263
0.0,0.0,0.91433406,0.7856061,0.58992374,0.9044085
1.0,1.0,0.7302201,7.177515,8.091907,9.304645
0.0,0.0,-0.83357906,-0.07906675,-0.023631006,0.037008215
1.0,0.0,1.0480387,0.85168785,0.806457,0.7867703
0.0,0.0,1.6568614,2.0977995,2.108827,2.838185
0.0,1.0,-1.1022409,1.1727322,0.40877432,2.349339
1.0,0.0,0.20147437,0.45321208,0.6137552,0.65046537
0.0,0.0,1.3923534,0.7187865,0.88342696,1.0520961
0.0,0.0,1.3636578,0.22437981,0.42984807,0.49153203
0.0,0.0,-0.90834504,0.21631795,0.0689621,1.1428932
0.0,1.0,0.6554384,1.7341038,1.0018352,2.3024168
1.0,0.0,1.7158383,0.3115179,0.38926908,0.5037726
1.0,0.0,1.5578821,3.4687781,4.5695543,4.5000896
0.0,1.0,-1.693355,0.23998052,-0.008175731,1.2915709
1.0,0.0,-1.397778,3.29505,5.0907116,4.960022
1.0,0.0,-1.1364948,3.188207,4.8248672,4.6015387
0.0,0.0,-0.82763106,0.09328924,-0.034950823,0.2728419
1.0,1.0,1.1764499,5.2966385,6.0328856,6.9900303
0.0,0.0,0.015473546,0.806365,0.8915248,1.7844445
1.0,0.0,0.68542194,1.268661,1.5094218,1.5569897
0.0,0.0,-0.44405648,0.46942842,0.445072,1.1616673
1.0,0.0,-1.5666833,2.454586,3.7226954,3.6121025
1.0,1.0,0.40437034,3.3515549,3.8149464,4.358075
1.0,1.0,1.2397374,2.4011173,2.6649737,2.887134
0.0,0.0,1.2741885,0.86830246,0.90433824,1.2293653
1.0,1.0,-0.78967327,0.20144816,0.33092174,0.21270905
1.0,0.0,-0.5205237,2.8909695,4.050562,3.8165307
1.0,0.0,-0.3316711,2.2496758,2.926863,2.6998112
1.0,0.0,-0.71733844,3.5369205,5.0463233,4.9391584
1.0,1.0,1.9868668,2.8544002,3.1325839,3.4152553
0.0,1.0,-0.019967662,0.7952038,0.38032606,1.2499293
0.0,0.0,-0.08546407,0.2333656,-0.024789937,-0.03851504
0.0,0.0,0.23487934,0.5388124,0.41430777,0.69289243
0.0,0.0,-1.422295,-0.3619058,-0.5099648,0.34590924
0.0,0.0,0.6267158,0.6579504,0.7235426,1.2580988
1.0,0.0,-0.27489984,0.8217752,1.0843468,1.1003611
0.0,0.0,0.12579352,0.56453687,0.39043754,0.86367095
1.0,0.0,0.1313129,0.45541975,0.84250504,0.90415955
1.0,1.0,0.4886102,4.9108243,5.629617,6.361932
0.0,0.0,0.687842,0.8458192,0.86612606,1.3857601
0.0,0.0,0.48691565,1.0819564,1.1022894,1.6648965
0.0,1.0,-0.6011422,0.7824775,0.2174443,1.4452882
1.0,1.0,-1.4824142,1.0139475,1.3325409,1.7351807
1.0,1.0,-0.3216273,3.2344093,3.7028415,4.1512547
0.0,0.0,1.0340279,0.40954816,0.45521653,0.6893641
0.0,0.0,0.2424059,0.40963256,0.65536016,1.0335782
1.0,0.0,0.14951827,3.2619228,4.4936113,4.4187517
0.0,1.0,1.2502905,1.5031501,1.2626636,1.9950806
1.0,0.0,1.348731,3.4055347,4.3748565,4.159466
1.0,0.0,-0.6320893,2.5231242,3.8891807,3.645494
0.0,0.0,-0.1907316,0.83734965,0.65208447,1.8729727
1.0,1.0,1.0169171,0.05354801,0.24337703,-0.113594145
1.0,1.0,-0.94903535,5.191291,6.322521,7.4204464
0.0,1.0,-2.1225755,0.27634746,-0.51327014,1.5835447
0.0,1.0,-0.2502834,1.12135,0.7377949,1.7670368
0.0,1.0,-0.53160024,1.1835495,0.40776154,2.1197522
1.0,1.0,-0.67624146,5.143763,5.6725664,6.800843
1.0,1.0,1.1164713,4.872614,5.510503,6.2937746
0.0,1.0,0.9276755,3.0937932,2.0567694,4.3397007
1.0,0.0,0.7106736,1.5896848,2.4689188,2.2178903
1.0,1.0,-0.12226905,5.972361,6.966739,8.119453
0.0,1.0,-2.5396883,-0.080887735,-0.6428087,0.8831223
0.0,0.0,-0.68753177,0.08494741,0.16113415,0.6673804
0.0,0.0,-0.7422413,0.021755457,0.1039516,0.38447428
1.0,1.0,0.06338854,0.6830096,0.73758036,0.9515599
0.0,1.0,-0.5667616,0.5933747,0.2651011,1.0761526
1.0,0.0,-0.88761145,1.9271389,2.7295952,2.9000082
1.0,1.0,0.26369742,0.2760967,0.2673385,0.297149
0.0,1.0,2.2007968,4.0814962,3.1759458,5.0783253
0.0,0.0,0.9838774,1.1488802,1.1693068,1.6304426
0.0,1.0,0.84082043,0.33701867,0.3040855,0.87669206
0.0,0.0,-0.5668816,0.12551919,0.06246981,0.37163526
1.0,0.0,0.14069359,3.1675782,4.108295,3.7838233
1.0,0.0,-1.003135,1.5895547,2.5474,2.1293278
0.0,0.0,-1.5153142,-0.44406903,-0.43072486,0.31307614
0.0,0.0,-1.3028513,-0.33996737,-0.17085332,0.65330553
1.0,0.0,3.4007425,4.832535,5.828752,5.71474
0.0,0.0,0.076257885,0.9815399,1.0279921,1.8929126
0.0,0.0,-2.3387346,-0.19716588,-0.122295186,-0.121283084
0.0,1.0,-1.2332728,1.2612014,0.1971016,2.790112
0.0,0.0,0.42171022,0.8632018,0.83840513,1.1864667
0.0,1.0,1.2932222,2.0165765,1.67259,3.1410475
0.0,1.0,0.3281519,2.1880584,1.3997511,3.285635
1.0,0.0,-0.40465298,1.2847594,2.026173,1.8266335
1.0,1.0,-0.9945509,0.68037593,0.8061949,1.0562507
0.0,1.0,0.58624655,2.6129289,1.6271676,3.7540588
1.0,1.0,1.8740276,4.1964073,4.855892,5.5440297
1.0,0.0,1.4216418,4.523469,5.953957,5.7613425
1.0,0.0,0.27362853,1.2652092,1.6322228,1.6119181
1.0,1.0,-0.2845507,3.8135672,4.237433,5.10172
0.0,0.0,-0.024023542,0.51783895,0.5202648,0.93883777
